model,score_val,eval_metric,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
NeuralNetFastAI_r172_BAG_L1,0.7016223231667749,accuracy,0.07217097282409668,26.207321882247925,0.07217097282409668,26.207321882247925,1,True,86
NeuralNetFastAI_r102_BAG_L1,0.700194678780013,accuracy,0.05889606475830078,10.618705749511719,0.05889606475830078,10.618705749511719,1,True,22
NeuralNetFastAI_r194_BAG_L1,0.700194678780013,accuracy,0.12310171127319336,42.01922392845154,0.12310171127319336,42.01922392845154,1,True,93
NeuralNetFastAI_r69_BAG_L1,0.6996755353666451,accuracy,0.18472862243652344,64.47678732872009,0.18472862243652344,64.47678732872009,1,True,82
NeuralNetFastAI_r37_BAG_L1,0.6992861778066191,accuracy,0.11026239395141602,62.97765874862671,0.11026239395141602,62.97765874862671,1,True,51
NeuralNetFastAI_r145_BAG_L1,0.6991563919532771,accuracy,0.18530535697937012,105.08469033241272,0.18530535697937012,105.08469033241272,1,True,26
ExtraTrees_r4_BAG_L1,0.699026606099935,accuracy,0.2711150646209717,0.8748371601104736,0.2711150646209717,0.8748371601104736,1,True,64
NeuralNetFastAI_r95_BAG_L1,0.6985074626865672,accuracy,0.17526531219482422,104.1414647102356,0.17526531219482422,104.1414647102356,1,True,45
NeuralNetTorch_r76_BAG_L1,0.6985074626865672,accuracy,0.2993929386138916,133.5187213420868,0.2993929386138916,133.5187213420868,1,True,88
NeuralNetTorch_r197_BAG_L1,0.6983776768332252,accuracy,0.2904679775238037,134.78696489334106,0.2904679775238037,134.78696489334106,1,True,52
NeuralNetFastAI_r88_BAG_L1,0.6973393900064893,accuracy,0.052132368087768555,18.353195190429688,0.052132368087768555,18.353195190429688,1,True,66
NeuralNetFastAI_r103_BAG_L1,0.6963011031797534,accuracy,0.10540032386779785,58.128929138183594,0.10540032386779785,58.128929138183594,1,True,36
RandomForest_r34_BAG_L1,0.6960415314730695,accuracy,0.24041366577148438,4.23715353012085,0.24041366577148438,4.23715353012085,1,True,58
NeuralNetFastAI_r65_BAG_L1,0.6944841012329656,accuracy,0.052466630935668945,16.249318838119507,0.052466630935668945,16.249318838119507,1,True,65
NeuralNetFastAI_r4_BAG_L1,0.6926670992861778,accuracy,0.09471964836120605,44.30438232421875,0.09471964836120605,44.30438232421875,1,True,96
NeuralNetFastAI_r100_BAG_L1,0.6918883841661259,accuracy,0.06256771087646484,18.71624231338501,0.06256771087646484,18.71624231338501,1,True,99
NeuralNetFastAI_r160_BAG_L1,0.6914990266061,accuracy,0.18351221084594727,69.39454674720764,0.18351221084594727,69.39454674720764,1,True,77
NeuralNetTorch_r87_BAG_L1,0.6903309539260221,accuracy,0.29211854934692383,165.8438937664032,0.29211854934692383,165.8438937664032,1,True,70
NeuralNetFastAI_r11_BAG_L1,0.6873458792991564,accuracy,0.17471742630004883,98.85890984535217,0.17471742630004883,98.85890984535217,1,True,32
NeuralNetFastAI_r143_BAG_L1,0.6863075924724205,accuracy,0.06396269798278809,19.969884872436523,0.06396269798278809,19.969884872436523,1,True,39
NeuralNetFastAI_r111_BAG_L1,0.6860480207657366,accuracy,0.05919528007507324,9.0735342502594,0.05919528007507324,9.0735342502594,1,True,62
NeuralNetTorch_r158_BAG_L1,0.6844905905256327,accuracy,0.3947427272796631,350.39945244789124,0.3947427272796631,350.39945244789124,1,True,49
NeuralNetTorch_r121_BAG_L1,0.6839714471122648,accuracy,0.3845860958099365,281.32971262931824,0.3845860958099365,281.32971262931824,1,True,90
